2	0	0
1.996053457	0.125581039	0
1.984229403	0.250666467	0
1.964574501	0.374762629	0
1.937166322	0.497379774	0
1.902113033	0.618033989	0
1.859552972	0.736249105	0
1.809654105	0.851558583	0
1.75261336	0.963507348	0
1.688655851	1.07165359	0
1.618033989	1.175570505	0
1.541026486	1.274847979	0
1.457937255	1.369094212	0
1.369094212	1.457937255	0
1.274847979	1.541026486	0
1.175570505	1.618033989	0
1.07165359	1.688655851	0
0.963507348	1.75261336	0
0.851558583	1.809654105	0
0.736249105	1.859552972	0
0.618033989	1.902113033	0
0.497379774	1.937166322	0
0.374762629	1.964574501	0
0.250666467	1.984229403	0
0.125581039	1.996053457	0
-1.20975E-15	2	0
-0.125581039	1.996053457	0
-0.250666467	1.984229403	0
-0.374762629	1.964574501	0
-0.497379774	1.937166322	0
-0.618033989	1.902113033	0
-0.736249105	1.859552972	0
-0.851558583	1.809654105	0
-0.963507348	1.75261336	0
-1.07165359	1.688655851	0
-1.175570505	1.618033989	0
-1.274847979	1.541026486	0
-1.369094212	1.457937255	0
-1.457937255	1.369094212	0
-1.541026486	1.274847979	0
-1.618033989	1.175570505	0
-1.688655851	1.07165359	0
-1.75261336	0.963507348	0
-1.809654105	0.851558583	0
-1.859552972	0.736249105	0
-1.902113033	0.618033989	0
-1.937166322	0.497379774	0
-1.964574501	0.374762629	0
-1.984229403	0.250666467	0
-1.996053457	0.125581039	0
-2	-5.08404E-15	0
-1.996053457	-0.125581039	0
-1.984229403	-0.250666467	0
-1.964574501	-0.374762629	0
-1.937166322	-0.497379774	0
-1.902113033	-0.618033989	0
-1.859552972	-0.736249105	0
-1.809654105	-0.851558583	0
-1.75261336	-0.963507348	0
-1.688655851	-1.07165359	0
-1.618033989	-1.175570505	0
-1.541026486	-1.274847979	0
-1.457937255	-1.369094212	0
-1.369094212	-1.457937255	0
-1.274847979	-1.541026486	0
-1.175570505	-1.618033989	0
-1.07165359	-1.688655851	0
-0.963507348	-1.75261336	0
-0.851558583	-1.809654105	0
-0.736249105	-1.859552972	0
-0.618033989	-1.902113033	0
-0.497379774	-1.937166322	0
-0.374762629	-1.964574501	0
-0.250666467	-1.984229403	0
-0.125581039	-1.996053457	0
-3.67545E-16	-2	0
0.125581039	-1.996053457	0
0.250666467	-1.984229403	0
0.374762629	-1.964574501	0
0.497379774	-1.937166322	0
0.618033989	-1.902113033	0
0.736249105	-1.859552972	0
0.851558583	-1.809654105	0
0.963507348	-1.75261336	0
1.07165359	-1.688655851	0
1.175570505	-1.618033989	0
1.274847979	-1.541026486	0
1.369094212	-1.457937255	0
1.457937255	-1.369094212	0
1.541026486	-1.274847979	0
1.618033989	-1.175570505	0
1.688655851	-1.07165359	0
1.75261336	-0.963507348	0
1.809654105	-0.851558583	0
1.859552972	-0.736249105	0
1.902113033	-0.618033989	0
1.937166322	-0.497379774	0
1.964574501	-0.374762629	0
1.984229403	-0.250666467	0
1.996053457	-0.125581039	0
2	0	2
1.996053457	0.125581039	2
1.984229403	0.250666467	2
1.964574501	0.374762629	2
1.937166322	0.497379774	2
1.902113033	0.618033989	2
1.859552972	0.736249105	2
1.809654105	0.851558583	2
1.75261336	0.963507348	2
1.688655851	1.07165359	2
1.618033989	1.175570505	2
1.541026486	1.274847979	2
1.457937255	1.369094212	2
1.369094212	1.457937255	2
1.274847979	1.541026486	2
1.175570505	1.618033989	2
1.07165359	1.688655851	2
0.963507348	1.75261336	2
0.851558583	1.809654105	2
0.736249105	1.859552972	2
0.618033989	1.902113033	2
0.497379774	1.937166322	2
0.374762629	1.964574501	2
0.250666467	1.984229403	2
0.125581039	1.996053457	2
-1.20975E-15	2	2
-0.125581039	1.996053457	2
-0.250666467	1.984229403	2
-0.374762629	1.964574501	2
-0.497379774	1.937166322	2
-0.618033989	1.902113033	2
-0.736249105	1.859552972	2
-0.851558583	1.809654105	2
-0.963507348	1.75261336	2
-1.07165359	1.688655851	2
-1.175570505	1.618033989	2
-1.274847979	1.541026486	2
-1.369094212	1.457937255	2
-1.457937255	1.369094212	2
-1.541026486	1.274847979	2
-1.618033989	1.175570505	2
-1.688655851	1.07165359	2
-1.75261336	0.963507348	2
-1.809654105	0.851558583	2
-1.859552972	0.736249105	2
-1.902113033	0.618033989	2
-1.937166322	0.497379774	2
-1.964574501	0.374762629	2
-1.984229403	0.250666467	2
-1.996053457	0.125581039	2
-2	-5.08404E-15	2
-1.996053457	-0.125581039	2
-1.984229403	-0.250666467	2
-1.964574501	-0.374762629	2
-1.937166322	-0.497379774	2
-1.902113033	-0.618033989	2
-1.859552972	-0.736249105	2
-1.809654105	-0.851558583	2
-1.75261336	-0.963507348	2
-1.688655851	-1.07165359	2
-1.618033989	-1.175570505	2
-1.541026486	-1.274847979	2
-1.457937255	-1.369094212	2
-1.369094212	-1.457937255	2
-1.274847979	-1.541026486	2
-1.175570505	-1.618033989	2
-1.07165359	-1.688655851	2
-0.963507348	-1.75261336	2
-0.851558583	-1.809654105	2
-0.736249105	-1.859552972	2
-0.618033989	-1.902113033	2
-0.497379774	-1.937166322	2
-0.374762629	-1.964574501	2
-0.250666467	-1.984229403	2
-0.125581039	-1.996053457	2
-3.67545E-16	-2	2
0.125581039	-1.996053457	2
0.250666467	-1.984229403	2
0.374762629	-1.964574501	2
0.497379774	-1.937166322	2
0.618033989	-1.902113033	2
0.736249105	-1.859552972	2
0.851558583	-1.809654105	2
0.963507348	-1.75261336	2
1.07165359	-1.688655851	2
1.175570505	-1.618033989	2
1.274847979	-1.541026486	2
1.369094212	-1.457937255	2
1.457937255	-1.369094212	2
1.541026486	-1.274847979	2
1.618033989	-1.175570505	2
1.688655851	-1.07165359	2
1.75261336	-0.963507348	2
1.809654105	-0.851558583	2
1.859552972	-0.736249105	2
1.902113033	-0.618033989	2
1.937166322	-0.497379774	2
1.964574501	-0.374762629	2
1.984229403	-0.250666467	2
1.996053457	-0.125581039	2
